Lake ID,Lake Name,Lake County,Nearest Town,Lake Coordinates,Lake Area,Littoral Area,Lake Depth,Mean Depth,Water Access Sites
1020900,Cedar,Aitkin,Aitkin,"[-93.800175, 46.499521]",1725.81,405.0,105.0,28.0,['was01609']
1014500,Chamberlin,Aitkin,Hill City,"[-93.619039, 47.010145]",10.38,9.0,24.0,0.0,[]
1016400,Christmas,Aitkin,Deerwood (Crow Wing),"[-93.8036, 46.498818]",0.0,0.0,0.0,0.0,[]
1009300,Clear,Aitkin,Glen,"[-93.502883, 46.428853]",573.5,363.0,24.0,6.0,['was01613']
1021100,Coon,Aitkin,Aitkin,"[-93.774928, 46.6487]",0.0,0.0,0.0,0.0,[]
1005600,Cutaway,Aitkin,Balsam,"[-93.207453, 46.86229]",112.73,70.0,24.0,11.0,['was02703']
1009600,Dam,Aitkin,Aitkin,"[-93.464423, 46.510396]",597.66,256.0,48.0,19.0,['was01612']
1007100,Davis,Aitkin,,"[0, 0]",0.0,0.0,0.0,0.0,[]
1008600,Deer,Aitkin,Malmo,"[-93.510179, 46.336785]",0.0,0.0,0.0,0.0,[]
1017100,Diamond,Aitkin,Aitkin,"[-93.693139, 46.465838]",81.86,53.0,26.0,11.0,[]
1018500,Dogfish,Aitkin,Aitkin,"[-93.762404, 46.519418]",34.59,9.0,85.0,0.0,[]
1000900,Douglas,Aitkin,Tamarack,"[-93.090076, 46.628101]",77.83,44.0,39.0,14.0,[]
1017500,Dummer,Aitkin,Bennettville,"[-93.766636, 46.448361]",30.91,27.0,33.0,0.0,[]
1000400,Dutch,Aitkin,Lawler,"[-93.137194, 46.550461]",0.0,0.0,0.0,0.0,[]
1021300,Edna,Aitkin,Mae,"[-93.770633, 46.846806]",0.0,0.0,0.0,0.0,[]
1012300,Elm Island,Aitkin,Aitkin,"[-93.627358, 46.45837]",519.52,389.0,25.0,9.0,['was01611']
1014700,Esquagamah,Aitkin,Palisade,"[-93.693558, 46.738233]",842.04,520.0,31.0,13.0,['was02733']
1015900,Farm Island,Aitkin,Bennettville,"[-93.773497, 46.422892]",2005.19,883.0,56.0,0.0,"['was01096', 'was01610']"
1010500,Fleming,Aitkin,Palisade,"[-93.499138, 46.630207]",318.83,314.48,15.0,6.0,['was02704']
1006100,Flowage,Aitkin,Minnewawa,"[-93.32697, 46.695844]",0.0,0.0,0.0,0.0,['was02011']
1016200,Four,Aitkin,Aitkin,"[-93.752887, 46.491318]",36.6,0.0,0.0,0.0,[]
1010400,French,Aitkin,Palisade,"[-93.545585, 46.623919]",149.26,61.0,37.0,0.0,['was01603']
1004200,Glacier,Aitkin,Balsam,"[-93.222325, 46.791015]",134.98,59.0,60.0,0.0,[]
1015800,Gregg,Aitkin,Bennettville,"[-93.734808, 46.361191]",32.36,24.0,18.0,0.0,[]
1009900,Gun,Aitkin,Palisade,"[-93.52495, 46.645143]",711.9,292.0,44.0,18.0,['was01604']
1016100,Hammal,Aitkin,Aitkin,"[-93.74433, 46.48355]",375.52,261.8,44.0,10.5,['was01607']
1017000,Hanging Kettle,Aitkin,Aitkin,"[-93.703641, 46.47228]",317.97,142.0,35.0,16.0,['was02735']
1013200,Hanson,Aitkin,Aitkin,"[-93.6368, 46.515463]",143.28,88.0,42.0,0.0,['was02737']
1005900,Hay,Aitkin,Jacobson,"[-93.212099, 46.954814]",128.88,57.0,32.0,14.0,['was01606']
1017900,Hickory,Aitkin,Aitkin,"[-93.732167, 46.439305]",211.58,111.0,32.0,0.0,['was03033']
1014200,Hill,Aitkin,Hill City,"[-93.59044, 47.002347]",794.01,354.0,48.0,21.8,"['was01600', 'was01601']"
1016800,Hill,Aitkin,Aitkin,"[-93.763978, 46.475065]",27.43,16.0,67.0,0.0,[]
1020100,Holy Water,Aitkin,Shovel Lake,"[-93.750184, 47.023093]",93.89,35.0,56.0,0.0,[]
1003400,Horseshoe,Aitkin,Tamarack,"[-93.209801, 46.716526]",240.06,240.06,12.0,7.0,[]
1015400,Horseshoe,Aitkin,Bennettville,"[-93.764834, 46.398991]",54.27,36.0,26.0,11.0,[]
1002200,Island,Aitkin,Tamarack,"[-93.190162, 46.733855]",243.67,194.0,25.0,0.0,[]
1010000,Jenkins,Aitkin,Palisade,"[-93.480582, 46.650065]",114.07,38.8,38.0,18.0,[]
1009400,Johnson,Aitkin,Glen,"[-93.5422, 46.440668]",0.0,0.0,0.0,0.0,[]
1013100,Johnson,Aitkin,Rossburg,"[-93.641466, 46.527334]",0.0,0.0,0.0,0.0,[]
1008800,Lily,Aitkin,Thor,"[-93.482403, 46.500196]",0.0,0.0,0.0,0.0,[]
1005700,Little Ball Bluff,Aitkin,Jacobson,"[-93.276142, 46.93818]",37.25,12.0,49.0,0.0,['was01036']
1004800,Little Blackface,Aitkin,Ball Bluff,"[-93.245391, 46.920028]",0.0,0.0,0.0,0.0,[]
1019700,Little McKinney,Aitkin,Swatara,"[-93.729999, 46.884192]",15.54,15.54,9.0,0.0,[]
1017600,Little Pine,Aitkin,Aitkin,"[-93.747041, 46.442926]",226.3,103.0,44.0,0.0,['was01043']
1001600,Little Prairie,Aitkin,Balsam,"[-93.104662, 46.815805]",0.0,0.0,0.0,0.0,[]
1012500,Lone,Aitkin,Aitkin,"[-93.65795, 46.442024]",433.49,148.0,60.0,0.0,['was01046']
1008900,Long,Aitkin,Glen,"[-93.489755, 46.487024]",434.72,120.0,116.0,30.0,['was01047']
1010100,Long,Aitkin,Palisade,"[-93.455151, 46.647567]",34.66,30.5,42.0,4.0,[]
1002400,Loon,Aitkin,McGregor,"[-93.19039, 46.825611]",34.19,22.0,21.0,0.0,['was01039']
1014900,Mallard,Aitkin,Bennettville,"[-93.720115, 46.408932]",0.0,0.0,0.0,0.0,['was02565']
1006800,Mandy,Aitkin,East Lake,"[-93.338898, 46.542246]",0.0,0.0,0.0,0.0,[]
1019900,McKinney,Aitkin,Swatara,"[-93.728511, 46.878011]",51.61,45.0,33.0,0.0,[]
48000200,Mille Lacs,Mille Lacs,Garrison,"[-93.644061, 46.238449]",128250.53,33129.0,42.0,28.5,"['was01006', 'was01044', 'was02566', 'was01048', 'was02567', 'was00101', 'was02430', 'was01266', 'was01268', 'was02431', 'was02447', 'was01315', 'was01316']"
1003300,Minnewawa,Aitkin,McGregor,"[-93.257832, 46.706504]",2351.27,2286.0,21.0,8.2,"['was01041', 'was01049', 'was02450']"
1012600,Monson,Aitkin,Glory,"[-93.600525, 46.451537]",46.27,31.0,28.0,0.0,[]
1021200,Moulton,Aitkin,Emily,"[-93.773728, 46.728088]",257.87,220.0,24.0,0.0,['was01040']
1002900,Mud,Aitkin,Grayling,"[0, 0]",0.0,0.0,0.0,0.0,[]
1003500,Mud,Aitkin,Minnewawa,"[-93.272697, 46.690017]",0.0,0.0,0.0,0.0,[]
1001000,Nelson,Aitkin,Tamarack,"[-93.09456, 46.623052]",0.0,0.0,0.0,0.0,[]
1011700,Nord,Aitkin,Aitkin,"[-93.652096, 46.492194]",418.17,272.0,29.0,0.0,['was01045']
1019600,Otter,Aitkin,Swatara,"[-93.745014, 46.860053]",0.0,0.0,0.0,0.0,[]
1008100,Oxbow,Aitkin,Libby,"[-93.336488, 46.85715]",0.0,0.0,0.0,0.0,[]
1018200,Pickerel,Aitkin,Aitkin,"[-93.74487, 46.52014]",98.94,54.0,34.0,12.0,[]
1000100,Pine,Aitkin,Finlayson,"[-93.077662, 46.18604]",377.76,96.0,28.0,20.0,['was01035']
1016700,Pine Island,Aitkin,Aitkin,"[-93.760135, 46.483418]",41.11,41.11,8.0,0.0,[]
1006600,Porcupine,Aitkin,Dads Corner,"[-93.318771, 46.379475]",0.0,0.0,0.0,0.0,[]
1006900,Portage,Aitkin,Kimberly,"[-93.41945, 46.58624]",372.44,313.0,18.0,8.0,['was02060']
1014100,Previs,Aitkin,Hill City,"[-93.581078, 47.01347]",16.83,16.83,14.0,0.0,[]
1009100,Rabbit,Aitkin,Glen,"[-93.536789, 46.462305]",211.61,77.0,51.0,19.0,['was00223']
1011800,Raspberry,Aitkin,Aitkin,"[-93.674948, 46.501571]",16.94,16.94,23.0,0.0,[]
1007700,Rat,Aitkin,Palisade,"[-93.34635, 46.718846]",431.31,389.0,21.0,0.0,[]
1010700,Red,Aitkin,Palisade,"[-93.523564, 46.742763]",0.0,0.0,0.0,0.0,[]
1003800,Remote,Aitkin,McGregor,"[-93.211629, 46.823248]",133.66,124.0,47.0,6.0,['was00451']
1006700,Rice,Aitkin,Thor,"[-93.371372, 46.511763]",3698.9,3698.88,4.5,0.0,[]
1014600,Ripple,Aitkin,Aitkin,"[-93.669917, 46.463557]",630.45,295.0,39.0,0.0,['was00370']
1007200,Rock,Aitkin,McGregor,"[-93.387554, 46.629088]",341.48,341.48,13.0,0.0,['was00368']
1002300,Round,Aitkin,Tamarack,"[-93.192058, 46.696355]",553.5,375.0,27.0,0.0,['was00365']
1007000,Round,Aitkin,McGregor,"[-93.378693, 46.648746]",185.04,65.0,52.0,0.0,['was00226']
1013700,Round,Aitkin,Aitkin,"[-93.652849, 46.726364]",634.03,475.0,59.0,0.0,['was00366']
1020400,Round,Aitkin,Garrison,"[-93.803846, 46.333776]",736.66,322.0,125.0,0.0,['was02224']
1006000,Sandy River,Aitkin,Minnewawa,"[-93.316867, 46.717541]",0.0,0.0,0.0,0.0,[]
1001400,Savanna,Aitkin,McGregor,"[-93.183751, 46.847613]",85.59,63.0,23.0,13.0,['was00452']
1011500,Section Ten,Aitkin,Aitkin,"[-93.60292, 46.485316]",435.63,412.0,17.0,7.0,['was00371']
1012000,Section Twelve,Aitkin,Rossburg,"[-93.583592, 46.481328]",170.0,89.0,40.0,0.0,['was00372']
1011600,Four,Aitkin,Aitkin,"[-93.63042, 46.495417]",137.25,81.0,31.0,8.0,[]
1002700,Sheriff,Aitkin,Lawler,"[-93.192045, 46.582303]",88.37,44.0,80.0,0.0,[]
1001500,Shumway,Aitkin,Tamarack,"[-93.146413, 46.829785]",74.18,28.0,23.0,0.0,['was02009']
1012900,Sissabagamah,Aitkin,Aitkin,"[-93.604618, 46.50417]",405.82,219.0,37.0,0.0,['was02061']
1015600,Spectacle,Aitkin,White Hawk,"[-93.789552, 46.380926]",0.0,0.0,0.0,0.0,[]
1017800,Spirit,Aitkin,Bennettville,"[-93.703789, 46.442107]",523.41,260.0,49.0,15.0,['was02012']
1019000,Starry,Aitkin,Little Pine,"[-93.762792, 46.765387]",81.57,70.0,23.0,0.0,[]
1002800,Starvation,Aitkin,East Lake,"[-93.258316, 46.566043]",67.2,44.0,32.0,12.0,[]
1011000,Studhorse,Aitkin,Hill City,"[-93.558042, 46.972003]",0.0,0.0,0.0,0.0,[]
1008700,Sugar,Aitkin,Glen,"[-93.47392, 46.415631]",415.87,267.0,45.0,0.0,['was00225']
1020800,Sunset,Aitkin,Aitkin,"[-93.809959, 46.43606]",221.18,210.0,43.0,0.0,[]
1009200,Swamp,Aitkin,Glen,"[-93.4631, 46.440797]",271.54,271.54,5.0,5.0,['was00224']
1012200,Sweetman,Aitkin,Glory,"[-93.589522, 46.462286]",25.45,14.0,32.0,0.0,[]
18000200,Long / Tame Fish,Crow Wing,Deerwood (Crow Wing),"[-93.818833, 46.405146]",127.11,52.0,58.0,0.0,[]
1018600,Tarr,Aitkin,Aitkin,"[-93.742299, 46.506624]",0.0,0.0,0.0,0.0,[]
1010900,Taylor,Aitkin,Hill City,"[-93.512782, 46.993124]",54.95,17.8,84.0,23.0,['was02010']
1016300,Taylor,Aitkin,Aitkin,"[-93.780968, 46.492799]",46.55,25.0,47.0,0.0,[]
1011400,Thirty-One,Aitkin,Glen,"[-93.55515, 46.424489]",0.0,0.0,0.0,0.0,[]
1017400,Thornton,Aitkin,Deerwood (Crow Wing),"[-93.796504, 46.454362]",161.3,161.3,21.0,7.0,[]
1016000,Three,Aitkin,Aitkin,"[-93.738109, 46.498344]",0.0,0.0,0.0,0.0,[]
1004400,Tiesen,Aitkin,Libby,"[-93.30578, 46.792554]",0.0,0.0,0.0,0.0,[]
1008300,Townline,Aitkin,Palisade,"[-93.43655, 46.64637]",67.24,25.0,40.0,16.0,[]
1020700,Townline,Aitkin,Aitkin,"[-93.811875, 46.4544]",114.06,113.18,69.0,0.0,[]
1007400,Turner,Aitkin,McGregor,"[-93.404849, 46.610208]",63.23,49.0,21.0,8.0,['was00364']
1011300,Turtle,Aitkin,Glory,"[-93.559593, 46.450032]",0.0,0.0,0.0,0.0,[]
1008500,Twenty,Aitkin,Malmo,"[-93.528924, 46.368638]",0.0,0.0,0.0,0.0,['was00123']
1008200,Twin,Aitkin,Libby,"[-93.329133, 46.865213]",0.0,0.0,0.0,0.0,[]
1009500,Unnamed,Aitkin,Glen,"[0, 0]",0.0,0.0,0.0,0.0,[]
1005800,Vanduse,Aitkin,Jacobson,"[-93.24197, 46.975444]",239.51,189.0,27.0,8.2,['was00363']
1003600,Wakefield,Aitkin,Jacobson,"[-93.235736, 46.848466]",163.92,81.0,69.0,13.0,[]
1011100,Washburn,Aitkin,Hill City,"[-93.462784, 46.977625]",0.0,0.0,0.0,0.0,['was00359']
1013600,Waukenabo,Aitkin,Palisade,"[-93.621212, 46.734883]",667.7,292.0,38.0,0.0,['was00367']
1014800,White Elk,Aitkin,Bain,"[-93.700516, 46.812948]",0.0,0.0,0.0,0.0,['was00369']
1010200,Wilkins,Aitkin,Palisade,"[-93.498832, 46.639914]",348.86,106.0,39.0,20.0,['was00362']
1001900,Wolf,Aitkin,Tamarack,"[-93.162966, 46.850543]",173.43,161.0,31.0,0.0,['was02109']
2001400,Amelia,Anoka,Centerville (Anoka),"[-93.052881, 45.131614]",0.0,0.0,0.0,0.0,[]
62000200,Bald Eagle,Ramsey,White Bear Lake,"[-93.014133, 45.118186]",1049.09,751.0,36.0,13.3,['was01704']
2001300,Baldwin,Anoka,Circle Pines,"[-93.134778, 45.139004]",0.0,0.0,0.0,0.0,[]
2013500,Bass,Anoka,Nowthen,"[-93.463903, 45.335636]",0.0,0.0,0.0,0.0,[]
2013100,Bear,Anoka,Nowthen,"[-93.481197, 45.347683]",0.0,0.0,0.0,0.0,[]
2002800,Boot,Anoka,Linwood,"[-93.125661, 45.34066]",91.39,0.0,19.0,0.0,[]
2009000,Bunker,Anoka,Andover,"[-93.283412, 45.218497]",0.0,0.0,0.0,0.0,[]
2012200,Burns,Anoka,Elk River,"[-93.474254, 45.378436]",94.93,88.6,18.0,0.0,[]
2001200,Cedar,Anoka,,"[0, 0]",0.0,0.0,0.0,0.0,[]
2000600,Centerville,Anoka,Centerville (Anoka),"[-93.069957, 45.163308]",473.86,276.0,19.0,12.0,['was01709']
2001800,Columbus,Anoka,Forest Lake,"[-93.059097, 45.246862]",0.0,0.0,0.0,0.0,[]
2004200,Coon,Anoka,Soderville,"[-93.165141, 45.307192]",1481.24,1098.2,27.0,10.0,"['was02807', 'was01699']"
2007000,Coopers,Anoka,Coopers Corner,"[-93.242386, 45.395677]",0.0,0.0,0.0,0.0,[]
2008400,Crooked,Anoka,Andover,"[-93.342993, 45.211113]",114.93,86.0,26.0,0.0,['was01711']
2001900,Crossways,Anoka,Centerville (Anoka),"[-93.070138, 45.228196]",0.0,0.0,0.0,0.0,[]
2005900,Deer,Anoka,Mort,"[-93.202204, 45.346971]",0.0,0.0,0.0,0.0,[]
2007501,East Moore,Anoka,Fridley,"[-93.243635, 45.075722]",27.51,22.0,22.0,0.0,['was02924']
2013300,East Twin,Anoka,Elk River,"[-93.502812, 45.334442]",91.99,54.0,68.0,0.0,['was02992']
2003500,Fawn,Anoka,Stacy,"[-93.05425, 45.407225]",57.79,42.7,23.0,0.0,[]
2006500,Fish,Anoka,East Bethel,"[-93.166635, 45.403505]",334.29,334.29,10.0,3.0,[]
2009100,George,Anoka,Saint Francis (Anoka),"[-93.336622, 45.356235]",488.63,391.0,32.0,5.0,['was01211']
2000500,George Watch,Anoka,Lino Lakes,"[-93.08603, 45.175064]",0.0,0.0,0.0,0.0,['was01710']
2004500,Golden,Anoka,Circle Pines,"[-93.153509, 45.138445]",58.09,51.3,25.0,0.0,['was01708']
2009200,Grass,Anoka,Oak Grove,"[-93.303072, 45.357696]",0.0,0.0,0.0,0.0,[]
2011300,Grass,Anoka,Ramsey (Anoka),"[-93.426446, 45.238537]",0.0,0.0,0.0,0.0,[]
2005300,Ham,Anoka,Ham Lake,"[-93.221802, 45.257294]",154.63,118.81,22.0,6.0,['was02892']
2008100,Hart,Anoka,Saint Anthony (Hennepin),"[-93.23216, 45.036738]",0.0,0.0,0.0,0.0,[]
2009600,Hickey,Anoka,Oak Grove,"[-93.344907, 45.327988]",0.0,0.0,0.0,0.0,[]
2001600,Howard,Anoka,Forest Lake,"[-93.045365, 45.260131]",0.0,0.0,0.0,0.0,['was03004']
2002200,Island,Anoka,Wyoming,"[-93.095998, 45.367534]",72.69,58.0,22.0,0.0,['was02922']
2011000,Itasca,Anoka,Dayton,"[-93.494385, 45.253645]",0.0,0.0,0.0,0.0,[]
2007200,Laddie,Anoka,Spring Lake Park,"[-93.240404, 45.125048]",66.13,65.29,4.0,0.0,[]
2002600,Linwood,Anoka,Wyoming,"[-93.110034, 45.351768]",572.1,475.0,42.0,11.0,['was02629']
2007700,Locke,Anoka,Fridley,"[-93.272066, 45.091333]",0.0,0.0,0.0,0.0,['was02965']
2000700,Marshan,Anoka,Lino Lakes,"[-93.10972, 45.168918]",0.0,0.0,0.0,0.0,[]
2003400,Martin,Anoka,Wyoming,"[-93.084343, 45.384582]",232.31,140.0,20.0,0.0,['was01209']
2008300,McKay,Anoka,Northdale,"[-93.287699, 45.198898]",0.0,0.0,0.0,0.0,[]
2006700,Minard,Anoka,Coopers Corner,"[-93.248193, 45.40393]",0.0,0.0,0.0,0.0,[]
2010600,Norris,Anoka,Saint Francis (Anoka),"[-93.392507, 45.378598]",54.18,51.8,21.0,0.0,[]
2009700,Mud,Anoka,,"[-93.330663, 45.327266]",0.0,0.0,0.0,0.0,[]
2005200,Netta,Anoka,Lake Netta,"[-93.196524, 45.274634]",0.0,0.0,0.0,0.0,['was02917']
2000300,Otter,Anoka,Bald Eagle,"[-93.040096, 45.1239]",302.21,298.82,21.0,6.0,['was00063']
2000400,Peltier,Anoka,Centerville (Anoka),"[-93.059755, 45.183123]",551.93,412.0,18.0,0.0,['was01208']
2013000,Pickerel,Anoka,Nowthen,"[-93.448885, 45.338022]",0.0,0.0,0.0,0.0,['was02335']
2012800,Pinnaker,Anoka,Nowthen,"[-93.43842, 45.366156]",0.0,0.0,0.0,0.0,[]
2000900,Reshanau,Anoka,Lino Lakes,"[-93.09978, 45.152971]",336.5,336.0,16.0,0.0,[]
2000800,Rice,Anoka,Circle Pines,"[-93.123506, 45.153369]",0.0,0.0,0.0,0.0,['was00325']
2004300,Rice,Anoka,Linwood,"[-93.141201, 45.345317]",0.0,0.0,0.0,0.0,[]
2010400,Rogers,Anoka,Oak Grove,"[-93.388366, 45.299157]",0.0,0.0,0.0,0.0,[]
2001500,Rondeau,Anoka,Centerville (Anoka),"[-93.068338, 45.205698]",0.0,0.0,0.0,0.0,[]
2008900,Round,Anoka,Anoka,"[-93.357457, 45.239889]",0.0,0.0,0.0,0.0,['was00288']
2010200,Sand Shore,Anoka,Bethel,"[-93.275527, 45.40026]",0.0,0.0,0.0,0.0,[]
2008000,Sandy,Anoka,Hilltop,"[-93.253689, 45.062542]",0.0,0.0,0.0,0.0,[]
62008300,Silver,Ramsey,Columbia Heights,"[-93.223448, 45.04424]",70.84,62.5,47.0,0.0,['was00287']
2002500,Skunk,Anoka,Linwood,"[-93.128658, 45.355097]",0.0,0.0,0.0,0.0,[]
2007100,Spring,Anoka,Spring Lake Park,"[-93.228407, 45.108856]",32.03,51.28,18.0,0.0,[]
2009800,Swan,Anoka,Cedar,"[-93.281925, 45.318305]",0.0,0.0,0.0,0.0,[]
30000900,Typo,Isanti,Stacy,"[-93.085932, 45.41426]",298.16,298.16,6.0,0.0,['was00277']
2004400,Unnamed,Anoka,,"[0, 0]",0.0,0.0,0.0,0.0,[]
2007900,Unnamed,Anoka,Hilltop,"[0, 0]",0.0,0.0,0.0,0.0,[]
2068600,Unnamed,Anoka,Hilltop,"[0, 0]",0.0,0.0,0.0,0.0,[]
2011402,Unnamed (south portion),Anoka,Ramsey (Anoka),"[0, 0]",0.0,0.0,0.0,0.0,[]
2001000,Wards,Anoka,Lino Lakes,"[-93.08177, 45.153037]",0.0,0.0,0.0,0.0,[]
2007502,West Moore,Anoka,Fridley,"[-93.247713, 45.076136]",67.81,67.81,5.0,0.0,['was02924']
62004300,Wilkinson,Ramsey,North Oaks,"[-93.064821, 45.118181]",0.0,0.0,0.0,0.0,[]
3036600,Abbey,Becker,Shoreham,"[-95.827062, 46.759239]",0.0,0.0,0.0,0.0,[]
3025800,Acorn,Becker,Frazee,"[-95.754902, 46.74732]",153.72,51.0,55.0,19.8,['was01500']
3026600,Albertson,Becker,Frazee,"[-95.690367, 46.718898]",0.0,0.0,0.0,0.0,[]
14000200,Anderson,Clay,Dale,"[-96.175524, 46.882631]",0.0,0.0,0.0,0.0,[]
3049600,Arrow,Becker,Cormorant,"[-96.036544, 46.760764]",0.0,0.0,0.0,0.0,[]
3052100,Audubon,Becker,Audubon,"[-95.987012, 46.85815]",0.0,0.0,0.0,0.0,[]
3066000,Axberg,Becker,Dale,"[-96.176722, 46.844319]",0.0,0.0,0.0,0.0,[]
3008500,Bad Medicine,Becker,Ponsford,"[-95.397525, 47.124067]",803.03,288.0,84.0,0.0,['was02524']
3029200,Balsam,Becker,Richwood,"[-95.68829, 46.959228]",0.0,0.0,0.0,0.0,[]
3008800,Bass,Becker,Ponsford,"[-95.368421, 47.115378]",204.16,115.0,28.0,0.0,['was01481']
3012700,Bass,Becker,Snellman,"[-95.419704, 46.905199]",129.81,82.0,48.0,0.0,['was01491']
3033200,Bass,Becker,White Earth,"[-95.749501, 47.10258]",126.13,73.0,50.0,0.0,['was01482']
3009200,Basswood,Becker,Goldenrod,"[-95.3365, 47.09338]",0.0,0.0,0.0,0.0,[]
3058500,Bergerson,Becker,Cormorant,"[-96.087167, 46.795936]",0.0,0.0,0.0,0.0,[]
3063800,Bijou,Becker,Lake Park,"[-96.146289, 46.821815]",225.12,120.0,27.0,0.0,['was02906']
3009600,Big Basswood,Becker,Goldenrod,"[-95.339122, 47.075091]",0.0,0.0,0.0,0.0,['was01483']
3057600,Big Cormorant,Becker,Audubon,"[-96.060643, 46.765558]",3657.14,812.0,75.0,0.0,"['was01498', 'was01499']"
3010300,Big Rush,Becker,Pine Point,"[-95.426475, 47.00573]",0.0,0.0,0.0,0.0,['was01487']
3030400,Big Sugar Bush,Becker,Richwood,"[-95.78451, 47.044113]",521.51,297.0,42.0,0.0,['was02526']
3035200,Birch,Becker,White Earth,"[-95.811089, 47.065173]",0.0,0.0,0.0,0.0,[]
3019700,Blackbird,Becker,Rochert,"[-95.613772, 46.942604]",0.0,0.0,0.0,0.0,['was02528']
3000700,Blueberry,Becker,Osage,"[-95.217232, 46.837185]",87.67,34.0,47.0,15.0,['was02531']
15000400,Bogus,Clearwater,Goldenrod,"[-95.23556, 47.156458]",0.0,0.0,0.0,0.0,[]
3003000,Boot,Becker,Two Inlets,"[-95.267733, 47.073108]",385.1,81.0,109.0,0.0,['was02525']
3006800,Bottomless,Becker,,"[0, 0]",0.0,0.0,0.0,0.0,[]
3057900,Boyer,Becker,Lake Park,"[-96.048668, 46.870123]",437.64,204.0,26.0,12.5,['was01102']
3006100,Branch,Becker,Wolf Lake,"[-95.323507, 46.835052]",0.0,0.0,0.0,0.0,[]
29031000,Brush,Hubbard,Park Rapids,"[-95.15727, 46.866534]",79.64,77.97,17.0,8.0,[]
3047300,Buck,Becker,Bucks Mill,"[-95.919368, 46.719579]",85.87,85.87,15.0,8.0,[]
3035000,Buffalo,Becker,Richwood,"[-95.792169, 46.969995]",417.57,192.0,38.0,0.0,['was01488']
3021200,Bush,Becker,Elbow Lake Village,"[-95.56734, 47.032634]",0.0,0.0,0.0,0.0,[]
3041900,Campbell,Becker,Westbury,"[-95.849776, 46.926304]",0.0,0.0,0.0,0.0,[]
3051600,Canary,Becker,Lake Park,"[-96.038202, 46.861253]",70.63,40.0,25.0,5.0,[]
3020900,Carman,Becker,Elbow Lake Village,"[-95.626402, 47.036332]",0.0,0.0,0.0,0.0,['was02527']
3043900,Carrott,Becker,Richwood,"[-95.829824, 46.992068]",0.0,0.0,0.0,0.0,[]
29031200,Cedar,Hubbard,Park Rapids,"[-95.170516, 47.067843]",103.33,52.0,26.0,14.0,['was01485']
3019600,Chippewa,Becker,Rochert,"[0, 0]",0.0,0.0,0.0,0.0,[]
3037300,Cottage,Becker,Shoreham,"[-95.87179, 46.746852]",0.0,0.0,0.0,0.0,[]
3028600,Cotton,Becker,Rochert,"[-95.697759, 46.882449]",1763.16,781.0,28.0,0.0,['was01492']
3036300,Curfman,Becker,Shoreham,"[-95.853614, 46.778749]",120.91,85.0,24.0,0.0,[]
3057700,Dahlberg,Becker,Audubon,"[-96.050215, 46.805848]",0.0,0.0,0.0,0.0,[]
3047400,Dart,Becker,Shoreham,"[-95.925599, 46.790829]",0.0,0.0,0.0,0.0,[]
3016000,Dead,Becker,Evergreen,"[-95.554727, 46.718545]",269.82,249.0,19.0,0.0,[]
3038100,Detroit,Becker,Detroit Lakes,"[-95.834373, 46.788434]",3067.13,1895.0,89.0,14.8,"['was01495', 'was01496', 'was01497', 'was02993']"
3004400,Dinner,Becker,Park Rapids,"[-95.185592, 47.082339]",59.2,24.0,32.0,17.0,['was01484']
3012400,Dumbbell,Becker,Snellman,"[-95.446237, 46.926185]",0.0,0.0,0.0,0.0,[]
3031800,Eagen,Becker,Richwood,"[-95.769789, 46.985341]",0.0,0.0,0.0,0.0,[]
3026500,Eagle,Becker,Frazee,"[-95.750196, 46.728198]",319.83,141.0,29.0,0.0,['was01501']
3064800,East LaBelle,Becker,Lake Park,"[-96.074602, 46.894723]",185.82,77.4,19.0,0.0,['was02384']
3015900,Elbow,Becker,Waubun,"[-95.542845, 47.124629]",994.71,200.0,76.0,0.0,['was02928']
3025100,Elbow,Becker,Frazee,"[-95.720244, 46.792182]",0.0,0.0,0.0,0.0,[]
3048400,Ellison,Becker,Audubon,"[-96.022022, 46.774795]",0.0,0.0,0.0,0.0,[]
3050300,Eunice,Becker,Audubon,"[-95.968773, 46.738889]",378.45,187.0,30.0,0.0,['was02347']
3042900,Fairbank's,Becker,Richwood,"[-95.834407, 47.034148]",0.0,0.0,0.0,0.0,[]
3058600,Fig,Becker,Cormorant,"[-96.112519, 46.800723]",0.0,0.0,0.0,0.0,[]
56024700,Fischer,Otter Tail,Frazee,"[-95.674653, 46.71567]",65.56,22.0,33.0,0.0,[]
3031400,Fish,Becker,Richwood,"[-95.710781, 47.005227]",0.0,0.0,0.0,0.0,[]
3041700,Fish,Becker,Westbury,"[-95.871441, 46.924045]",0.0,0.0,0.0,0.0,[]
3024200,Flat,Becker,Richwood,"[-95.654779, 46.978647]",0.0,0.0,0.0,0.0,[]
3038700,Floyd,Becker,Detroit Lakes,"[-95.856174, 46.871849]",1177.85,861.0,34.0,0.0,['was02530']
3035800,Fox,Becker,Detroit Lakes,"[-95.908271, 46.780774]",143.34,86.0,24.0,0.0,[]
3041400,Gandrud,Becker,Westbury,"[-95.893212, 46.929402]",0.0,0.0,0.0,0.0,[]
3010000,Gardner,Becker,Goldenrod,"[-95.340563, 47.154028]",0.0,0.0,0.0,0.0,[]
3045400,Gay Bow,Becker,White Earth,"[-95.812391, 47.108653]",0.0,0.0,0.0,0.0,[]
3063500,Gourd,Becker,LaBelle,"[-96.074343, 46.825074]",0.0,0.0,0.0,0.0,[]
